# x y z nx ny nz
0.132416 -0.053785 0.148128 0.447094 -0.380943 0.809314
0.045996 0.034702 0.001934 0.010319 0.025670 -0.999617
0.069710 0.049246 0.002187 -0.118211 0.411127 -0.903881
0.070636 -0.021537 0.140107 -0.776195 0.517889 0.359601
0.014508 0.026228 0.012136 -0.549169 0.442136 -0.709175
0.141705 0.034641 0.063986 0.728939 0.679190 0.085732
0.052381 -0.020248 0.068411 0.096475 -0.861329 0.498804
0.018176 -0.004053 0.047508 -0.933259 -0.359204 0.000756
0.093128 -0.024396 0.053980 0.784295 -0.503960 0.361807
0.150262 0.031955 0.108025 0.998964 0.001032 0.045489
0.153099 0.018506 0.098918 0.923524 -0.063028 0.378325
0.071785 -0.027167 0.148061 -0.416334 -0.785939 0.457128
0.123118 -0.012671 0.120057 -0.995067 0.091976 0.037181
0.079076 -0.014197 0.139085 -0.436519 0.802816 0.406125
0.076851 -0.021473 0.153505 -0.329688 -0.099625 0.938819
0.116822 0.040511 0.091370 -0.637137 0.764299 0.099517
0.138579 -0.005046 0.043737 0.679766 -0.634981 -0.367039
0.131857 -0.006620 0.107929 0.435260 -0.899986 0.023938
0.026374 0.032274 0.013354 0.062771 0.947526 -0.313454
0.128388 0.045235 0.108926 -0.540236 0.753134 0.375413
0.127370 0.041127 0.115313 -0.361518 0.764808 0.533267
0.124803 0.022812 0.028362 0.284009 0.332021 -0.899500
0.154264 0.024595 0.086637 0.925252 0.236340 -0.296735
0.135780 -0.005301 0.102346 0.290961 -0.946163 0.141834
0.029184 0.044064 0.054885 -0.359029 0.928497 -0.094825
0.098070 0.046512 0.004592 0.680853 0.671319 -0.292865
0.104938 0.011307 0.097461 -0.551884 -0.211317 0.806702
0.092828 0.003387 0.124528 -0.374594 0.856840 -0.354267
0.055303 0.045162 0.071243 0.150806 0.791650 0.592071
0.118653 0.020992 0.007882 0.616541 -0.458319 0.640173
0.086789 -0.007401 0.134086 -0.424673 0.797081 0.429318
0.087973 -0.028053 0.004675 -0.179961 -0.976956 0.114764
0.085537 0.039606 0.078486 0.285655 0.808634 0.514308
0.128326 0.014128 0.001950 0.468334 0.382929 -0.796259
0.128418 -0.053377 0.126545 0.811994 -0.543398 -0.213037
0.133399 -0.037131 0.119827 0.975638 -0.162500 0.147392
0.118708 0.029985 0.120665 -0.305628 0.270063 0.913048
0.046098 0.048904 0.067130 -0.144081 0.980485 0.133752
0.120354 -0.007450 0.033153 0.234153 -0.647388 -0.725301
0.090359 0.017863 0.001720 -0.819822 -0.195720 -0.538131
0.075934 -0.021413 0.000907 -0.006130 0.067695 -0.997687
0.123252 0.042492 0.070824 0.147206 0.928348 0.341322
0.133657 -0.039623 0.131191 0.865565 -0.297834 -0.402607
0.130417 0.011307 0.001645 0.422637 0.265536 -0.866527
0.066238 -0.021752 0.070033 -0.133845 -0.971235 0.196944
0.012604 -0.003475 0.021875 -0.449908 -0.884522 -0.123302
0.051290 0.016112 0.000831 -0.692690 0.076498 -0.717167
0.073910 -0.011803 0.131775 -0.786315 0.541061 0.298264
0.140605 -0.001351 0.108796 0.753503 -0.644231 0.131147
0.136098 0.025004 0.122691 0.137660 0.122435 0.982883
0.125624 0.006750 0.027867 0.387529 -0.200239 -0.899848
0.097248 0.042891 0.033931 -0.203040 0.968134 -0.146599
0.126931 -0.006718 0.124297 -0.759632 0.381949 0.526379
0.068359 -0.016513 0.001656 0.081105 0.521466 -0.849409
0.149358 0.023637 0.080085 0.631015 0.227375 -0.741702
0.121789 0.026464 0.122368 -0.136742 0.188939 0.972422
0.031252 0.035167 0.078012 -0.654594 0.651453 0.383556
0.125857 0.032995 0.033767 0.398623 0.508025 -0.763551
0.116717 -0.003422 0.027396 0.832742 -0.462173 -0.304857
0.090028 0.039457 0.029897 -0.086921 0.976084 -0.199261
0.037497 0.020499 0.002011 -0.065869 0.059162 -0.996073
0.075270 0.058516 0.048775 0.258928 0.960759 -0.099496
0.135620 -0.033464 0.139188 0.477139 0.297716 0.826863
0.139893 0.011314 0.121758 0.304958 -0.171700 0.936760
0.137867 -0.016408 0.123188 0.855504 -0.121621 -0.503310
0.078498 -0.016702 0.150889 -0.825984 0.561075 -0.054264
0.131018 -0.051371 0.147620 -0.424311 0.516911 0.743480
0.082303 -0.027999 0.018576 0.280555 -0.905501 -0.318364
0.097053 -0.009998 0.017229 0.211826 -0.705034 0.676799
0.099469 0.001454 0.138877 0.079600 0.755387 0.650426
0.077341 -0.002160 0.005736 -0.020703 -0.023023 -0.999521
0.068226 -0.020704 0.076130 -0.082132 -0.977385 0.194869
0.102001 -0.013342 0.000984 -0.081073 0.030519 -0.996241
0.142457 0.017605 0.121658 0.325139 -0.041908 0.944737
0.129803 0.043035 0.064465 0.302369 0.902013 0.308133
0.056194 0.023435 0.097645 -0.077863 0.271508 0.959281
0.011327 0.004974 0.012604 -0.595142 -0.220521 -0.772772
0.122765 0.039244 0.080590 -0.338723 0.782318 -0.522728
0.016096 0.017519 0.008377 -0.494182 0.154429 -0.855533
0.101264 0.044287 0.044159 -0.011339 0.991710 -0.127992
0.074764 0.052212 0.003133 -0.177683 0.598008 -0.781547
0.097818 0.045588 0.002475 0.113061 0.079344 -0.990415
0.109931 0.015068 0.106503 -0.935014 0.185177 0.302420
0.049055 -0.029404 0.054032 -0.398441 -0.916409 0.037935
0.056604 0.007190 0.001332 -0.150913 -0.081928 -0.985146
0.085591 -0.034137 0.036905 0.571418 -0.714121 -0.404368
0.037809 -0.008024 0.084350 -0.539093 -0.603949 0.587048
0.120539 0.045839 0.002499 0.088806 0.315312 -0.944824
0.125438 -0.010954 0.079878 0.453640 -0.797490 0.397770
0.085922 -0.012290 0.150313 0.552535 -0.112264 0.825895
0.092614 0.013938 0.001080 -0.443338 -0.276059 -0.852785
0.087447 -0.035230 0.046726 0.461417 -0.883932 -0.075884
0.004379 0.021371 0.018144 -0.792542 0.298172 -0.531951
0.145097 0.005204 0.047555 0.884883 -0.365647 -0.288591
0.103392 0.005568 0.133157 -0.195123 0.921509 0.335779
0.155086 0.020291 0.089565 0.999673 0.023766 0.009394
0.024883 -0.009515 0.025864 -0.769466 -0.484137 -0.416574
0.075403 -0.023424 0.001374 -0.127121 -0.632491 -0.764065
0.050035 -0.005700 0.001666 0.112615 -0.016957 -0.993494
0.124385 0.039827 0.113906 -0.487630 0.873009 0.008502
0.021954 0.031653 0.012371 -0.006206 0.869839 -0.493296
0.007641 0.029217 0.031800 -0.441577 0.857402 0.264331
0.031928 0.044529 0.061780 -0.442626 0.840526 0.312408
0.138237 0.027826 0.039751 0.776577 0.335417 -0.533314
0.120425 -0.004698 0.103824 -0.349521 -0.923826 0.156145
0.148974 0.011538 0.111866 0.823804 -0.501526 -0.264230
0.117236 0.018019 0.024817 0.240681 0.197718 -0.950253
0.024862 0.032643 0.014605 0.160497 0.979903 -0.118452
0.130290 -0.014496 0.047192 0.470337 -0.815755 -0.336641
0.068504 0.032895 0.006137 -0.000590 0.074793 -0.997199
0.043285 0.004561 0.001614 0.199535 0.348748 -0.915730
0.087774 0.016687 0.003517 -0.839369 0.057628 -0.540499
0.053730 0.040342 0.083391 -0.225479 0.898463 0.376726
0.081884 -0.036774 0.039869 0.113807 -0.989874 -0.084832
0.039929 -0.007997 0.005910 -0.849172 -0.249961 -0.465217
0.150594 0.036796 0.102917 0.993575 -0.107159 0.036424
0.029053 -0.018142 0.052303 -0.431563 -0.901897 -0.018318
0.110706 0.045602 0.062816 0.097773 0.993736 0.054127
0.123621 0.022317 0.001985 0.578916 -0.046240 -0.814075
0.086066 -0.025077 0.015935 0.369389 -0.920407 -0.128077
0.118701 0.033016 0.119260 -0.499874 0.563695 0.657552
0.123384 -0.012548 0.115867 -0.989251 -0.014309 -0.145525
0.036403 0.017530 0.091430 -0.620443 0.045176 0.782949
0.105598 0.044155 0.011123 -0.245839 0.821209 0.514955
0.082577 -0.012512 0.152390 0.139965 0.411708 0.900503
0.121400 0.024164 0.006719 0.963973 -0.009395 0.265835
0.048726 -0.015688 0.001713 -0.114911 -0.113271 -0.986897
0.048822 0.016483 0.097503 -0.343359 0.054650 0.937613
0.104943 -0.020569 0.000846 0.440769 -0.233566 -0.866700
0.107799 -0.012946 0.000868 0.293809 -0.177857 -0.939171
0.111615 0.034369 0.085287 -0.559067 0.828093 -0.041300
0.123290 -0.005980 0.006793 0.342976 -0.900215 0.268293
0.032683 0.038552 0.014820 -0.596448 0.738884 -0.313529
0.061855 0.052943 0.065191 -0.083151 0.607815 0.789713
0.083780 0.047445 0.033455 0.817391 0.503543 -0.279852
0.129953 -0.049823 0.126836 0.959330 -0.281913 0.014503
0.109316 0.006718 0.130842 0.247119 0.676449 0.693793
0.082425 -0.031360 0.026312 0.456643 -0.808091 -0.372110
0.094255 -0.019955 0.038505 0.910291 -0.299784 -0.285482
0.000067 0.015979 0.030624 -0.999499 0.018256 -0.025861
0.137043 -0.027959 0.128376 0.555776 -0.381313 -0.738724
0.137335 -0.018053 0.123243 0.679023 -0.339426 -0.650936
0.129827 0.017180 0.028875 0.594526 0.140211 -0.791758
0.116506 -0.001832 0.016936 0.847935 -0.520488 0.100489
0.112354 0.023483 0.000941 0.034020 0.045159 -0.998400
0.026726 0.023978 0.081413 -0.839061 0.199210 0.506253
0.105546 -0.018651 0.000821 0.384408 -0.124614 -0.914714
0.033913 0.012943 0.001909 -0.102644 0.051231 -0.993398
0.043375 0.033596 0.088887 -0.172960 0.685537 0.707194
0.131490 0.043205 0.061193 0.421950 0.891572 0.164491
0.127659 -0.014202 0.042750 0.438825 -0.704394 -0.557908
0.047755 -0.029513 0.035431 -0.239439 -0.949800 -0.201368
0.059292 0.041936 0.082709 -0.188028 0.878823 0.438538
0.050087 0.044319 0.002269 -0.077782 0.235444 -0.968770
0.108267 -0.000367 0.000768 -0.019558 0.003020 -0.999804
0.119745 0.046345 0.054559 -0.055953 0.984409 -0.166756
0.121112 0.037243 0.115774 -0.540898 0.818915 0.191854
0.136676 -0.015231 0.130070 0.722017 0.337925 0.603737
0.086714 0.028411 0.088526 0.257355 0.448021 0.856181
0.104403 0.044097 0.047859 -0.189777 0.960638 -0.202878
0.088839 -0.006633 0.148081 0.329459 0.348061 0.877674
0.019461 -0.005771 0.044011 -0.877836 -0.478457 0.021974
0.020049 -0.000107 0.068436 -0.882044 -0.347044 0.318684
0.125386 -0.045802 0.123809 -0.914536 -0.136217 -0.380878
0.003611 0.020921 0.037571 -0.538575 0.338946 0.771396
0.001586 0.022400 0.028175 -0.939476 0.332126 -0.084128
0.111543 0.043070 0.040688 0.106519 0.761106 -0.639821
0.137208 -0.036127 0.139240 0.421299 0.459981 0.781617
0.147337 0.048292 0.099434 0.751381 0.595178 0.284937
0.122540 0.036658 0.118201 -0.262694 0.712646 0.650483
0.135290 -0.048683 0.146655 0.323731 0.346008 0.880612
0.096802 0.040483 0.023368 -0.255338 0.944709 -0.205737
0.135575 -0.038688 0.133470 0.573522 -0.505944 -0.644277
0.022639 0.016457 0.005087 -0.421999 0.109330 -0.899980
0.092041 0.034840 0.082456 0.098955 0.780238 0.617605
0.015839 0.028567 0.033457 -0.072331 0.837276 0.541976
0.059334 -0.020098 0.001260 -0.069012 -0.204471 -0.976437
0.122132 0.021844 0.004430 0.944481 -0.297711 0.139009
0.129086 0.006126 0.010322 0.637937 -0.107201 0.762591
0.154925 0.023959 0.093254 0.967045 0.211469 0.141793
0.122226 -0.003099 0.112526 -0.773591 -0.584348 0.245143
0.134737 0.052346 0.081796 0.012729 0.690511 -0.723210
0.116717 -0.003056 0.102565 -0.513345 -0.817794 0.260174
0.149808 0.039645 0.105019 0.854548 0.405408 0.324642
0.117105 0.040174 0.088209 -0.577281 0.774061 -0.259953
0.084604 0.055509 0.047983 0.565579 0.807761 -0.166261
0.125426 0.039175 0.116767 -0.427440 0.833779 0.349439
0.137421 0.042550 0.076606 -0.078649 0.370067 -0.925670
0.101432 -0.009342 0.126215 0.317729 -0.861792 -0.395428
0.036937 0.022622 0.002382 -0.215967 0.123291 -0.968585
0.130328 -0.050402 0.134795 0.912104 -0.352428 -0.209432
0.060308 -0.023220 0.007375 -0.137443 -0.990492 -0.005963
0.130172 -0.056133 0.146493 0.586238 -0.782478 -0.209890
0.033325 -0.020861 0.035929 -0.653305 -0.713876 -0.252138
0.031092 0.038085 0.072947 -0.572120 0.724385 0.384635
0.138813 -0.021718 0.127922 0.979265 0.146315 0.140116
0.076755 -0.001997 0.092408 0.264428 -0.352537 0.897661
0.139133 -0.026662 0.129750 0.878981 -0.157429 -0.450120
0.119275 0.027542 0.121605 -0.295682 0.211666 0.931542
0.035459 0.046004 0.063931 -0.590627 0.741329 0.318734
0.112994 0.035816 0.031714 0.207036 0.594243 -0.777181
0.129318 -0.032507 0.137887 -0.389510 0.267018 0.881466
0.089182 0.018562 0.002985 -0.711182 -0.016138 -0.702823
0.060692 -0.022031 0.067532 -0.107952 -0.721574 0.683869
0.055340 0.056784 0.057038 -0.198354 0.914299 0.353147
0.000619 0.011255 0.032880 -0.982711 -0.146817 0.112801
0.027303 0.035952 0.020146 -0.702650 0.592612 -0.393820
0.011120 -0.002757 0.022136 -0.449908 -0.884522 -0.123302
0.117930 0.008729 0.017431 0.873818 0.379077 0.304537
0.089222 0.013841 0.002871 -0.654186 0.329737 -0.680671
0.115264 0.011402 0.019918 0.869011 0.491272 -0.058927
0.080561 -0.027842 0.062736 0.268895 -0.371800 0.888516
0.024629 0.012178 0.004013 -0.432769 0.024438 -0.901174
0.023283 0.020501 0.077115 -0.850477 0.149260 0.504391
0.135354 -0.024061 0.119832 0.939228 -0.120635 0.321399
0.129451 0.044460 0.054296 0.527206 0.849593 -0.015647
0.130194 0.012007 0.005204 0.686105 0.660321 0.305346
0.147165 0.017818 0.049626 0.981767 0.149723 -0.117116
0.074395 -0.025481 0.151458 0.082648 -0.649453 0.755897
0.126485 -0.001286 0.000801 0.045731 -0.026544 -0.998601
0.046596 -0.028601 0.032666 -0.347321 -0.923023 -0.165517
0.111669 0.018583 0.021727 0.867620 -0.097054 -0.487663
0.118446 0.018427 0.122489 -0.171632 0.074554 0.982336
0.087785 0.052893 0.011445 0.365468 0.725486 0.583184
0.136003 -0.051004 0.146160 0.707624 -0.706469 -0.013014
0.113482 0.038861 0.035179 0.002715 0.804198 -0.594356
0.084483 0.053070 0.002504 -0.005988 0.216823 -0.976193
0.048294 -0.028230 0.028723 -0.251087 -0.945264 -0.208401
0.056671 0.013919 0.001345 0.013561 0.067013 -0.997660
0.047626 -0.009338 0.001579 -0.057279 -0.002107 -0.998356
0.103167 0.041814 0.028110 0.349017 0.925288 -0.148421
0.012562 0.025636 0.036642 0.161634 0.701255 0.694345
0.094775 0.049877 0.003477 0.652384 0.596595 -0.467406
0.134892 -0.023623 0.122277 0.985655 -0.158651 -0.057575
0.128118 -0.054271 0.130493 0.876186 -0.481689 -0.016541
0.081752 0.050337 0.002052 0.015456 0.045720 -0.998835
0.107259 0.026783 0.094208 -0.887401 0.390735 0.244632
0.150007 0.015448 0.066242 0.998603 -0.032258 0.041846
0.045647 0.007502 0.001304 -0.028545 -0.605833 -0.795079
0.018076 0.032364 0.014835 -0.403939 0.651336 -0.642336
0.116061 0.028069 0.119115 -0.895379 0.273528 0.351394
0.145100 -0.001572 0.095073 0.605712 -0.748344 0.270359
0.122102 0.006413 0.122473 0.436169 -0.093267 0.895018
0.105030 0.003743 0.114004 -0.681636 0.209342 -0.701105
0.090478 0.046242 0.061066 0.047821 0.985889 -0.160427
0.061479 0.031230 0.094334 0.026548 0.639340 0.768466
0.088383 -0.008237 0.124162 -0.250563 -0.499325 -0.829393
0.100719 0.027367 0.000987 -0.103236 0.041578 -0.993788
0.067285 0.045383 0.072324 0.028237 0.996853 -0.074077
0.031292 0.026554 0.085627 -0.705816 0.334746 0.624315
0.092371 0.016074 0.001137 -0.024003 0.035049 -0.999097
0.109858 0.028978 0.098664 -0.802486 0.416318 0.427429
0.132648 -0.040732 0.118747 0.859545 -0.310911 -0.405606
0.148801 0.004151 0.098455 0.831378 -0.542471 0.120567
0.130469 -0.013102 0.130637 -0.309360 0.444066 0.840893
0.070691 0.057878 0.058328 0.113432 0.980046 0.163226
0.152477 0.042211 0.084032 0.869019 0.250498 -0.426682
0.126872 -0.018598 0.131064 -0.696142 0.335866 0.634492
0.001800 0.021205 0.024139 -0.922370 0.249045 -0.295313
0.146652 0.004023 0.068801 0.918934 -0.323459 0.225686
0.101536 0.044676 0.003733 -0.273872 0.958800 -0.075483
0.098563 0.017222 0.001710 -0.087866 -0.539481 -0.837400
0.149800 0.009665 0.103127 0.886257 -0.155849 0.436188
0.065338 0.058128 0.035349 -0.060152 0.984157 -0.166786
0.130693 -0.055070 0.148135 0.263905 -0.349152 0.899137
0.130347 -0.048618 0.122704 0.960137 -0.279362 0.009657
0.018736 -0.004200 0.023284 0.009192 -0.918599 0.395084
0.114072 0.044669 0.065569 -0.019522 0.964247 0.264286
0.075703 0.051257 0.013325 -0.298289 0.775587 0.556317
0.074102 -0.036166 0.035365 -0.194271 -0.961225 -0.195716
0.048531 -0.014881 0.082222 -0.300922 -0.874715 0.379893
0.132416 -0.053785 0.148128 0.447094 -0.380943 0.809314
0.055055 0.054622 0.021814 -0.198706 0.976123 -0.087750
0.139653 -0.032726 0.133526 0.933476 0.303740 0.190692
0.126580 0.014008 0.001377 0.184763 0.166489 -0.968578
0.147475 0.048958 0.085275 0.523819 0.814650 -0.248915
0.127191 -0.007110 0.095923 -0.057140 -0.995502 0.075565
0.121115 0.015208 0.025530 0.269319 0.086082 -0.959196
0.141979 -0.004375 0.050480 0.714482 -0.676699 -0.177748
0.000347 0.011243 0.030501 -0.982711 -0.146817 0.112801
0.026432 -0.014758 0.037520 -0.750479 -0.659110 0.048537
0.051269 0.055160 0.028276 -0.403658 0.856442 -0.321818
0.132323 -0.012341 0.130516 -0.062324 0.398438 0.915075
0.073646 -0.029921 0.017554 0.083480 -0.860295 -0.502915
0.108228 -0.020201 0.052839 -0.006551 -0.994164 -0.107680
0.106212 -0.017324 0.005759 0.893980 -0.147970 0.422972
0.040015 0.042648 0.073068 -0.471863 0.637288 0.609269
0.075358 0.052685 0.003360 -0.271560 0.846964 -0.457064
0.098629 0.004755 0.125844 -0.000878 0.572970 0.819576
0.068256 0.045473 0.069491 0.030565 0.960849 0.275380
0.013282 0.033105 0.022409 -0.458255 0.887690 -0.044806
0.050162 0.046152 0.003279 -0.244662 0.549340 -0.798978
0.135449 0.006832 0.033979 0.758860 -0.089159 -0.645122
0.092755 0.002970 0.126938 -0.204096 0.533676 0.820691
0.097322 0.025312 0.001254 -0.103249 0.041571 -0.993786
0.146501 0.041762 0.109436 0.771600 0.448939 0.450651
0.130860 0.001533 0.001268 0.346514 -0.034862 -0.937397
0.139997 -0.002091 0.081972 0.500141 -0.761198 -0.412841
0.120614 0.032879 0.001472 0.011900 0.027723 -0.999545
0.139338 -0.044779 0.141477 0.979189 -0.202452 0.014248
0.130236 -0.021067 0.113238 0.173398 -0.267559 -0.947811
0.076396 0.031833 0.090695 0.386483 0.580756 0.716487
0.125627 -0.058276 0.146914 -0.297365 -0.751934 0.588361
0.134640 -0.031504 0.117585 0.977652 -0.159511 0.136943
0.113575 -0.014686 0.039596 -0.143783 -0.825288 -0.546100
0.004636 0.027536 0.030116 -0.735768 0.675809 -0.043902
0.025989 0.041490 0.053514 -0.764064 0.637573 -0.098522
0.094807 -0.020811 0.068138 0.141478 -0.972249 0.186321
0.096294 0.037741 0.001544 0.029405 0.032118 -0.999051
0.141707 0.034501 0.051751 0.830080 0.522021 -0.196116
0.145809 0.033792 0.078765 0.378638 -0.208790 -0.901687
0.084630 0.055104 0.003602 0.003110 0.738471 -0.674278
0.083536 -0.036246 0.038781 0.351106 -0.883170 -0.311023
0.127810 -0.004660 0.001006 0.422626 -0.565260 -0.708427
0.105012 0.040534 0.020396 0.540106 0.838679 -0.070020
0.108699 -0.001304 0.134504 0.647977 -0.063476 0.759010
0.084809 0.043832 0.027716 0.823498 0.562099 -0.076779
0.066600 0.058924 0.050127 0.015894 0.989539 0.143384
0.093002 -0.027935 0.008659 -0.041106 -0.954940 0.293937
0.121468 0.036966 0.001615 0.016463 0.033638 -0.999298
0.130260 -0.015131 0.056970 0.369111 -0.921608 0.119987
0.126588 0.037941 0.004337 0.957101 0.254087 0.139276
0.026575 0.018177 0.082149 -0.804195 0.063045 0.591013
0.110330 0.011633 0.111283 -0.894719 0.386228 -0.224291
0.118247 0.016193 0.011727 0.366210 0.456438 0.810898
0.106713 0.001829 0.135532 0.531511 0.230628 0.815050
0.104049 0.044184 0.058900 -0.253942 0.966561 0.035692
0.051513 0.016856 0.001160 0.231354 0.334046 -0.913722
0.119827 0.002336 0.122371 0.582711 -0.644789 0.494666
0.053094 0.057538 0.052728 -0.379750 0.920100 -0.095949
0.073863 -0.022452 0.149255 -0.808744 0.522627 0.269806
0.133270 0.008531 0.002571 0.917871 0.155033 -0.365346
0.135609 -0.024710 0.118808 0.987951 -0.122073 0.095137
0.049924 -0.014077 0.001503 -0.039187 -0.041286 -0.998379
0.060947 0.018475 0.098312 0.030054 0.116752 0.992706
0.071193 -0.027843 0.064472 0.091358 -0.475240 0.875100
0.117087 0.037476 0.082223 -0.350704 0.855568 -0.380802
0.095176 -0.010931 0.126547 0.099909 -0.848454 -0.519754
0.038755 0.042218 0.008244 -0.703913 0.677183 -0.214311
0.092646 0.049120 0.012161 0.578924 0.518468 0.629315
0.135254 0.053484 0.084005 0.187842 0.879629 -0.437000
0.071938 -0.008535 0.089402 0.245545 -0.682341 0.688562
0.100432 0.004248 0.134185 -0.319105 0.925449 0.204246
0.085582 -0.010504 0.005735 -0.011710 0.028112 -0.999536
0.132447 -0.009426 0.074734 0.482545 -0.810446 0.332155
0.066492 -0.026108 0.065474 -0.003828 -0.435844 0.900014
0.130657 0.006632 0.001353 0.202818 0.064846 -0.977067
0.141747 0.051934 0.101301 0.474355 0.768533 0.429354
0.114074 0.002047 0.129646 0.680196 -0.000466 0.733030
0.093911 -0.010357 0.018369 0.528385 -0.232048 0.816678
0.143615 0.041148 0.077556 0.215120 0.193024 -0.957322
0.089081 0.052562 0.002447 0.166122 0.447001 -0.878973
0.023449 0.000614 0.007393 -0.212237 -0.620877 -0.754631
0.136203 0.004014 0.121938 0.377737 -0.073233 0.923012
0.007686 -0.001417 0.026162 -0.397383 -0.872281 0.284978
0.015623 0.001342 0.034284 -0.472523 -0.760119 0.446028
0.028536 0.003899 0.083682 -0.813868 -0.257370 0.520941
0.088544 -0.010760 0.148668 0.574552 -0.067131 0.815710
0.117647 0.047436 0.002982 0.174378 0.722653 -0.668853
0.073541 0.052198 0.020083 0.346410 0.865398 -0.362059
0.011501 0.030288 0.031411 0.016584 0.841288 0.540332
